상품코드,대상도시,상품형태,상품명,리뷰ID,작성자,평점,내용,작성일,동행,공감수,옵션정보,연령대,리뷰요약1,리뷰요약2,리뷰요약3,리뷰요약4,리뷰요약5,cleaned,내용_요약,LDA_Topic_1,NMF_Topic_1,LDA_Topic_2,NMF_Topic_2,LDA_Topic_3,NMF_Topic_3,LDA_Topic_4,NMF_Topic_4,LDA_Topic_5,NMF_Topic_5
MAV1044,다낭,패키지,다낭 5일 #힐튼 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #다낭타워 씨푸드 ,257848,ham****,1.0,"부모님 모시고 가는 대인원 여행이라 패키지를 선택함. 주변에서 하나투어를 추천해서 다른 여행사 보다는 비싼 가격에 하나투어를 선택함.
선택관광 4개 예정이었으나, 갑자기 가이드가 6개를 묶어 할인해준다고 전체 하겠금 유도 하였으며,
선택관광 조율을 하지 않고 자연스럽게 다 하는 방향으로 움직임.
예정에 없던 한강유람선 일정이 추가되면서 하루에 오전자유시간. 마블마운틴. 호이안관광(소원배&야시장 포함). 한강유람선까지 일정을 소화하게 되었으며 비도 오는데 정신없이 일정 소화하며 호이안에서 식사 포함 야시장 구경 시간을 한시간만 줌.
너무 힘들고 버거운 하루였음.
그래서 그 이후로 모든 배려가 배려로 느껴지지 않았음.
바나힐테마파크도 원래 그런지 모르겠지만 자유시간이 많지 않아 제대로 구경을 하지 못했음.
또한 다른사람 일정과 안맞아서 그런지 모르겠지만 미케비치도 야간에 두번이나 가면서 일정도 중복되고 너무 늦게 일정이 끝나서 자유시간 및 쉴 시간이 거의 없었음. 선택관광도 원하지 않아도 분위기상 할 수 밖에 없어서 여러모로 불편한 여행이었음.",2024.09.30,가족여행,2,,40,객실이 깨끗해요, 호텔이 관광지와 가까워요, 호텔이 시내에 있어요, 객실 뷰가 좋아요,,부모님 모시고 가는 대인원 여행이라 패키지를 선택함 주변에서 하나투어를 추천해서 여행사 보다는 비싼 가격에 하나투어를 선택함 선택관광 예정이었으나 갑자기 개를 묶어 할인해준다고 하겠금 유도 하였으며 선택관광 조율을 하지 않고 자연스럽게 방향으로 움직임 예정에 없던 한강유람선 일정이 추가되면서 하루에 오전자유시간 마블마운틴 호이안관광소원배야시장 포함 한강유람선까지 일정을 소화하게 되었으며 비도 오는데 정신없이 일정 소화하며 호이안에서 식사 포함 야시장 구경 시간을 한시간만 힘들고 버거운 하루였음 이후로 배려가 배려로 느껴지지 않았음 바나힐테마파크도 원래 그런지 모르겠지만 자유시간이 많지 않아 제대로 구경을 하지 못했음 또한 다른사람 일정과 안맞아서 그런지 모르겠지만 미케비치도 야간에 두번이나 가면서 일정도 중복되고 늦게 일정이 끝나서 자유시간 시간이 없었음 선택관광도 원하지 않아도 분위기상 밖에 없어서 여러모로 불편한 여행이었음,부모님 모시고 가는 대인원 여행이라 패키지를 선택함. 주변에서 하나투어를 추천해서 다른 여...,0.025429837262729408,0.06426689419334013,0.02536432846297591,0.0006139841441356059,0.8982482165477753,0.10335943747690648,0.02541535005409916,0.01648301436888495,0.025542267672420255,0.024754950655617045
MAV1044,다낭,패키지,다낭 4일 #멜리아 비치 리조트 #신관 디럭스룸 #바나힐 테마파크 #호이안 야경투어 #루프탑바 #스톤마사지,257549,vgf*****,2.0,"물가 싼 나라에서 식사가 정말 너무합니다.
추천불가에요.
가이드님만 좋았습니다.",2024.09.27,가족여행,0,,30,호텔 부대시설이 좋아요, 가이드가 열정적이에요,,,,물가 나라에서 식사가 너무합니다 추천불가에요 가이드님만 좋았습니다,"물가 싼 나라에서 식사가 정말 너무합니다.
추천불가에요.
가이드님만 좋았습니다....",0.0845564045621244,0.0,0.08576177531434517,0.0,0.08457672799066038,0.0,0.6594222915075768,0.21052640607536302,0.08568280062529336,0.0
MAV1044,다낭,패키지,[하나LIVE] 다낭 5일 #힐튼 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #힐튼호텔 씨푸드 ,256997,tjd*****,3.0,"하나투어 일정이나 숙박, 식사, 현지가이드 등 모두 만족스러웠으나 선택옵션이 굉장히 불만족스러웠습니다. 4개 옵션을 추천하셨는데 그 중 호이안 바구니배, 토탈케어, 아로마마사지 3개를 신청했습니다. 
1. 호이안 바구니배 체험
괜찮았습니다.  팁이 있습니다.
2. 토탈케어 90분
귀청소(샴푸) 또는 발케어 중 하나를 선택하는 것인데 대부분 남자분들은 귀청소, 여자분들은 발케어를 했습니다. 저는 발케어를 받았는데 발톱정리, 발바닥 각질, 발마사지로 진행했는데 마사지라기 보다 피부를 쓰다듬는 정도였습니다. 토탈케어에도 팁이 있습니다. 저희는 가이드님이 팁을 내주셨지만, 30달러에 팁까지 추가할만큼 할 필요는 없을 것 같습니다. 굳이 하시려면 귀청소(샴푸)를 하시는 게 좋을 것 같습니다. 
3. 아로마 핫스톤 마사지 120분
여태 여행다니며 받아본 마사지 중 최악이었습니다. 첫날 받았던 마사지도 썩 좋지 않았지만, 패키지 일정에 포함되있던거라 이해했습니다. 옵션비 50달러 마사지였는데 안내가 안된 팁 4달러가 추가되었습니다. 54달러나 되는 마사지 가게는 입구에 들어가자마자 마사지공장인냥 다른 패키지 사람들로 북적이고 정신이 없어 이런 곳에서 돈을 버리더라도 받지 않으려고 했더니 가이드님이 첫날과 다르다고 좋다고 하셨습니다. 가이드님을 믿고 올라갔더니 커다란 서랍장과 침대가 여러개 놓인 어둡고 쑥쑥한 창고 같은 방이었습니다. 심지어 새벽 비행기를 타는 마지막 오일마사지라 샤워시설이 구비되어있는 줄 알았는데 샤워시설은 커녕 방 안에 있는 화장실 문은 반쯤 열린채로 닫히지도 않아 소리가 다 들렸습니다. 베드에 눕자 깔려있던 수건이 축축해 받기도 전에 찝찝하고 불쾌했습니다. 마사지가 별로면 세게해달라고 하면 된다고 하시지만, 혈자리도 모르고 기술도 없는 마사지사에게 세게만 해달라고하면 뭐가 달라지나요. 몸을 닦은 수건을 제가 누워있는 베드 위에서 헹구는데 수건을 짜면서 물이 다 튀어 다리에 묻고 이렇게 엉망인 마사지는 처음입니다. 마사지는 사람마다 복불복이라 이해하지만, 시설이나 위생상태에서 아주 불쾌하고 찝찝했습니다. 패키지에 있던 다른 분들도 태국보다 못하다, 더럽다, 찝찝하다 라고 말하시는 걸 보니 저만의 생각이 아닙니다. 다른 여행지 뿐 아니라 베트남만 몇 번 가본 사람으로써 이렇게 질 낮고 가격만 비싼 최악의 마사지는 처음이었습니다. 하나투어 직원분 응대나 여행 일정, 숙박, 식사 등은 만족스러웠지만, 선택옵션으로 하나투어 여행의 수준까지 떨어지는 느낌이었습니다. 선택옵션은 안 하는 것을 추천드리지만, 옵션하는 동안 딱히 할 일이 없다면 가이드에게 디테일하게 물어보고 신중하게 고르셔야할 것 같습니다. ",2024.09.22,가족여행,4,,30,객실이 깨끗해요, 호텔이 시내에 있어요, 일정이 여유로워요,,,일정이나 숙박 식사 현지가이드 만족스러웠으나 선택옵션이 굉장히 불만족스러웠습니다 옵션을 추천하셨는데 호이안 바구니배 토탈케어 아로마마사지 개를 신청했습니다 호이안 바구니배 체험 괜찮았습니다 팁이 토탈케어 귀청소샴푸 또는 발케어 하나를 선택하는 것인데 대부분 남자분들은 귀청소 여자분들은 발케어를 했습니다 저는 발케어를 받았는데 발톱정리 발바닥 각질 발마사지로 진행했는데 마사지라기 보다 피부를 쓰다듬는 정도였습니다 토탈케어에도 팁이 저희는 가이드님이 팁을 내주셨지만 달러에 팁까지 추가할만큼 필요는 없을 같습니다 굳이 하시려면 귀청소샴푸를 하시는 좋을 같습니다 아로마 핫스톤 마사지 여태 여행다니며 받아본 마사지 최악이었습니다 첫날 받았던 마사지도 좋지 않았지만 일정에 포함되있던거라 이해했습니다 옵션비 달러 마사지였는데 안내가 안된 달러가 추가되었습니다 달러나 되는 마사지 가게는 입구에 들어가자마자 마사지공장인냥 사람들로 북적이고 정신이 없어 곳에서 돈을 버리더라도 받지 않으려고 했더니 가이드님이 첫날과 다르다고 좋다고 하셨습니다 가이드님을 믿고 올라갔더니 커다란 서랍장과 침대가 여러개 놓인 어둡고 쑥쑥한 창고 방이었습니다 심지어 새벽 비행기를 타는 마지막 오일마사지라 샤워시설이 구비되어있는 알았는데 샤워시설은 커녕 안에 화장실 문은 반쯤 열린채로 닫히지도 않아 소리가 들렸습니다 베드에 눕자 깔려있던 수건이 축축해 받기도 전에 찝찝하고 불쾌했습니다 마사지가 별로면 세게해달라고 하면 된다고 하시지만 혈자리도 모르고 기술도 없는 마사지사에게 세게만 해달라고하면 뭐가 달라지나요 몸을 닦은 수건을 제가 누워있는 베드 위에서 헹구는데 수건을 짜면서 물이 튀어 다리에 묻고 이렇게 엉망인 마사지는 처음입니다 마사지는 사람마다 복불복이라 이해하지만 시설이나 위생상태에서 불쾌하고 찝찝했습니다 패키지에 있던 분들도 태국보다 못하다 더럽다 찝찝하다 라고 말하시는 보니 저만의 생각이 아닙니다 여행지 아니라 베트남만 가본 사람으로써 이렇게 낮고 가격만 비싼 최악의 마사지는 처음이었습니다 직원분 응대나 일정 숙박 식사 등은 만족스러웠지만 선택옵션으로 여행의 수준까지 떨어지는 느낌이었습니다 선택옵션은 것을 추천드리지만 옵션하는 동안 딱히 일이 없다면 가이드에게 디테일하게 물어보고 신중하게 고르셔야할 같습니다,"하나투어 일정이나 숙박, 식사, 현지가이드 등 모두 만족스러웠으나 선택옵션이 굉장히 불만족...",0.01958571110526453,0.11713760275445938,0.01967678806294635,0.0,0.9214671911320494,0.0,0.019643570239901834,0.003873972989777637,0.019626739459837943,0.0
MAV1044,다낭,패키지,다낭 5일 #힐튼 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #힐튼호텔 씨푸드 ,256597,cp0***,1.0,"한국인가이드와 같이 다니는 다른 팀?문제로 별로였던 여행이였습니다
쇼핑이라해놓고 다단계처럼 구매하라고 유도하거나 커피집 간다고해놓고 잡상물건 판매하는곳 데려갔는데 사장밑에서 일하는 한국인 직원매우 비매너였습니다 손님과 기싸움을 하더라구요
한국인가이드마다 다르겠지만 이번 가이드는 쇼핑이라해놓고 현지 마트?슈퍼마켓이 아닌 자기에게 구매하면인센티브가 나올만한 곳으로 데려갔습니다 님들도 현지 물건을 구매하고싶으면 자유시간에 구글지도 보고 마켓을 찾아가는걸 추천드립니다 현지슈퍼나, 마트에서 이곳저곳 돌아다니면 살거 많아여! 선택관광 생각보다 많이 비쌌습니다.... 한국인가이드가 거의 반강제로 하자고해서 참 그랬네요 
현지인 가이드분이 선탱관광안할때 데려다주었던 해변이 보이는 해변가 커피숍 맛도 맛있고 직원도 한국말 잘하시고 뷰도 좋았습니다!
호텔 객실과 현지인 가이드도 좋았습니다!
혹시나 해산물을 잘못드시거나 안좋아하신다면 꼭 김이나 라면 챙겨가세요!!
한국인 가이드와 같이 다니던 다른팀까지 좋았다면 가족들과 거의 7년만에 가는여행이 더 즐거웠을거 같네요
이런저런 문제점들이 쌓여 가족들이 트러블이 있어 이번여행이 마지막여행이 될거 같습니다
패키지여행은 운빨 인거같네요(가이드, 같이 다니는 다른 팀)",2024.09.19,가족여행,2,,40,호텔 부대시설이 좋아요, 호텔에서 쉬기 좋아요, 객실 뷰가 좋아요, 즐길 거리가 다양해요,,한국인가이드와 같이 다니는 팀문제로 별로였던 여행이였습니다 쇼핑이라해놓고 다단계처럼 구매하라고 유도하거나 커피집 간다고해놓고 잡상물건 판매하는곳 데려갔는데 사장밑에서 일하는 한국인 직원매우 비매너였습니다 손님과 기싸움을 하더라구요 한국인가이드마다 다르겠지만 이번 가이드는 쇼핑이라해놓고 현지 마트슈퍼마켓이 아닌 자기에게 구매하면인센티브가 나올만한 곳으로 데려갔습니다 님들도 현지 물건을 구매하고싶으면 자유시간에 구글지도 마켓을 찾아가는걸 추천드립니다 현지슈퍼나 마트에서 이곳저곳 돌아다니면 살거 많아여 선택관광 생각보다 비쌌습니다 한국인가이드가 반강제로 하자고해서 그랬네요 현지인 가이드분이 선탱관광안할때 데려다주었던 해변이 보이는 해변가 커피숍 맛도 맛있고 직원도 한국말 잘하시고 뷰도 좋았습니다 호텔 객실과 현지인 가이드도 좋았습니다 혹시나 해산물을 잘못드시거나 안좋아하신다면 김이나 라면 챙겨가세요 한국인 가이드와 같이 다니던 다른팀까지 좋았다면 가족들과 년만에 가는여행이 즐거웠을거 같네요 이런저런 문제점들이 쌓여 가족들이 트러블이 있어 이번여행이 마지막여행이 될거 같습니다 패키지여행은 운빨 인거같네요가이드 같이 다니는,"한국인가이드와 같이 다니는 다른 팀?문제로 별로였던 여행이였습니다
쇼핑이라해놓고 다단계처...",0.0333272562200679,0.0,0.03330979748084025,0.008374315686906083,0.8664292901237319,0.03766659545835897,0.03369678245028649,0.14038398149644216,0.03323687372507333,0.16490857865821276
MAV1044,다낭,패키지,다낭 5일 #힐튼 #월드체인5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #힐튼호텔 씨푸드 ,256457,ho0****,1.0,"인생 첫 해외여행부터 신혼여행 그리고 지금까지 최소 10년동안 하나투어만 이용했는데 이번 여행 진심으로 최악입니다. 

한국가이드분 후기- 역사 설명하다 모른다고 얼렁뚱땅 넘어가고 공부랑은 거리가 멀다하며, 선택관광 무조건 하게끔 관광일정 제대로 설명도 안해줘서 선택인지 포함관광인지 뭔지도 모르고 그냥 모두 진행했습니다 . 또한 일정변경 언급도 없이 당일 아침 버스타고 이동하면서 마음대로 일정 변경하여 그 유명하다던 해변에서 제대로 놀지도 못했습니다. 다른 여행사와 공동행사로 동행했던 5분 중 2분의 땀냄새가 너무 심해서 직접적으로 말씀드릴순 없으니 한국가이드분한테 밥 먹을때만이라도 따로 식사할 수 있게 해달라고 의사를 표현했는데도 불구하고 계속 같은 테이블에서 식사하게 하여 밥도 제대로 못먹고 식사자리에서 헛구역질만 했습니다. 그리고 다른 팀의 비행시간이 저희보다 1시간 가량 늦으니까 그분들께 맞추어 비행기 타러 출국 2시간도 채 안남기고 데려다준다는게 말이 되나요? 지금까지 뵈었던 그 어떤 가이드분들도 3시간 전에 가는게 맞다며 더 놀고싶어도 빨리 데려다주려고 하시던데요. 마지막으로 하루하루 여행일정 마치고 마트가서 지인들에게 나눠줄 망고젤리 사려고 마트 위치좀 알려달라고 하면 마지막 날에 가니 거기서 사시면 된다고 해서 마지막 날 쇼핑시간까지 기다렸더니 당일되서 하는말은 여기는 유통기한이 언제인지 정확히 모르니 음식은 사지말라는게 무슨말씀인지 ㅋㅋㅋㅋ 

하나투어 여행후기- 다른 투어회사와 왜 공동행사가 이루어지는지 모르겠습니다 공동행사를 할꺼면 최소 오가는 비행기 시간이라도 맞춰주세요. 비행기 이륙시간이 저희가 1시간 가량 더 빠르니 출국날은 저희 비행기 시간에 맞춰 마지막 날 일정을 잡아야하는거 아닌가요? 선택관광이라 그냥 안하고 왔지만 필수관광이였더라면 돈 버리는 일입니다. 그리고 쇼핑 3회라고 해놓고 물건팔기 아주 상술 대단합니다 . 쇼핑 3회중 한 곳이였던 커피원두 파는곳에서 스크럽 화장품 파는경우는 무슨 경우인가요? 원두에 대해 설명해주시는 분은 향수로 온 몸을 감싸서 향수냄새밖에 안났고요. 제가  곧 30대인데 위가 안좋아서 여태까지 커피를 못먹습니다. 커피향조차도 두통이 생겨 싫어하고요. 그래서 해당행사 진행할때 가장 먼곳에 자리앉았더니 가까이 앉으랍니다. 그래서 커피를 좋아하지 않아 좋아하시는 분들을 위해 멀리 앉겠다고 하니 비웃으면서 왜요? 커피를 왜 싫어하세요? 랍니다 커피 못먹는게 죄인가요? 그리고 원래 원두에 대해 아시는 분들은 원두의 향을 구별하기 위해 향수는 쓰지 않는걸로 알고 있는데요. 다단계분 고용해다가 쓰시나요? 정말 어이가 없었습니다.
이러니 요즘 젊은 분들이 여행사 안쓰고 개인여행하나봅니다. 저도 앞으로 그럴꺼같습니다. 결혼하고 처음으로 저희 가족이랑 남편과 함께하는 여행이였는데 이 일을 계기로 다시는 여행사 쓰지 않겠다며 다짐했습니다.",2024.09.19,가족여행,0,,20,객실이 깨끗해요, 호텔이 관광지와 가까워요, 호텔이 시내에 있어요,,,인생 해외여행부터 신혼여행 지금까지 최소 년동안 하나투어만 이용했는데 이번 진심으로 최악입니다 한국가이드분 후기 역사 설명하다 모른다고 얼렁뚱땅 넘어가고 공부랑은 거리가 멀다하며 선택관광 무조건 하게끔 관광일정 제대로 설명도 안해줘서 선택인지 포함관광인지 뭔지도 모르고 진행했습니다 또한 일정변경 언급도 없이 당일 아침 버스타고 이동하면서 마음대로 일정 변경하여 유명하다던 해변에서 제대로 놀지도 못했습니다 여행사와 공동행사로 동행했던 분의 땀냄새가 심해서 직접적으로 말씀드릴순 없으니 한국가이드분한테 먹을때만이라도 따로 식사할 있게 해달라고 의사를 표현했는데도 불구하고 계속 테이블에서 식사하게 하여 밥도 제대로 못먹고 식사자리에서 헛구역질만 했습니다 팀의 비행시간이 저희보다 가량 늦으니까 그분들께 맞추어 비행기 타러 출국 시간도 안남기고 데려다준다는게 말이 되나요 지금까지 뵈었던 어떤 가이드분들도 전에 가는게 맞다며 놀고싶어도 빨리 데려다주려고 하시던데요 마지막으로 하루하루 여행일정 마치고 마트가서 지인들에게 나눠줄 망고젤리 사려고 마트 위치좀 알려달라고 하면 마지막 날에 가니 거기서 사시면 된다고 마지막 쇼핑시간까지 기다렸더니 당일되서 하는말은 여기는 유통기한이 언제인지 정확히 모르니 음식은 사지말라는게 무슨말씀인지 여행후기 투어회사와 공동행사가 이루어지는지 모르겠습니다 공동행사를 할꺼면 최소 오가는 비행기 시간이라도 맞춰주세요 비행기 이륙시간이 저희가 가량 빠르니 출국날은 저희 비행기 시간에 맞춰 마지막 일정을 잡아야하는거 아닌가요 선택관광이라 안하고 왔지만 필수관광이였더라면 버리는 일입니다 쇼핑 회라고 해놓고 물건팔기 상술 대단합니다 쇼핑 회중 곳이였던 커피원두 파는곳에서 스크럽 화장품 파는경우는 무슨 경우인가요 원두에 설명해주시는 분은 향수로 몸을 감싸서 향수냄새밖에 안났고요 제가 대인데 위가 안좋아서 여태까지 커피를 못먹습니다 커피향조차도 두통이 생겨 싫어하고요 해당행사 진행할때 먼곳에 자리앉았더니 가까이 앉으랍니다 커피를 좋아하지 않아 좋아하시는 분들을 멀리 앉겠다고 하니 비웃으면서 왜요 커피를 싫어하세요 랍니다 커피 못먹는게 죄인가요 원래 원두에 아시는 분들은 원두의 향을 구별하기 향수는 쓰지 않는걸로 알고 있는데요 다단계분 고용해다가 쓰시나요 어이가 없었습니다 이러니 요즘 젊은 분들이 여행사 안쓰고 개인여행하나봅니다 저도 앞으로 그럴꺼같습니다 결혼하고 처음으로 저희 가족이랑 남편과 함께하는 여행이였는데 일을 계기로 다시는 여행사 쓰지 않겠다며 다짐했습니다,인생 첫 해외여행부터 신혼여행 그리고 지금까지 최소 10년동안 하나투어만 이용했는데 이번 ...,0.02073582708915027,0.11420308790718262,0.020821807531354156,0.0,0.9169657333794367,0.02090732421180099,0.02066171946959522,0.0,0.020814912530463702,0.0
MAV1044,다낭,패키지,[출발확정] 다낭 6일 #보코 #신규오픈5성 #바나힐 테마파크 #호이안 #스톤마사지 #다낭타워 씨푸드,254770,iny****,3.0,"부모님 보내드린 패키지 여행이었습니다.
일단 패키지 여행이 그렇듯 일정이 있고 선택관광(유료옵션)으로 이루어져 있는건 알겠으나
매연많은 도심을 달려서 고층빌딩에서 야경을보며 음료 한잔을 마시는게 유료옵션으로 바람직한가가 의문이었다고 하십니다.
매연도 많고 경적소리때문에 대부분  같이 갔던 관광객 모두 힘들어 했다고 하네요.
가장 큰 문제는 한국인 가이드였습니다.
밥을 먹으러가도 대충 자리를 안내해주고 한번 다시 들여다 보지도 않았다고 해요.
설명도 대충하고 관심도 없어보였다고 합니다.
오히려 한국가이드가 안하는 일들은 현지인가이드가 너무 열심히해서 보기가 안쓰러울 정도였다고 합니다.
그래도 내국인을 대상으로 하는 패키지에서 현지가이드보다 한국인을 통솔하는 가이드가 이렇게 대충한다고 하면
하나투어를 욕하는 일 인것같아 제대로된 교육이나 재발방지가 필요할것같습니다.
",2024.09.02,커플여행,3,,30,호텔 부대시설이 좋아요, 객실이 깨끗해요, 객실 뷰가 좋아요, 일정이 알차요,,부모님 보내드린 여행이었습니다 일단 그렇듯 일정이 선택관광유료옵션으로 이루어져 있는건 알겠으나 매연많은 도심을 달려서 고층빌딩에서 야경을보며 음료 한잔을 마시는게 유료옵션으로 바람직한가가 의문이었다고 하십니다 매연도 많고 경적소리때문에 대부분 같이 갔던 관광객 힘들어 했다고 하네요 문제는 한국인 가이드였습니다 밥을 먹으러가도 대충 자리를 안내해주고 한번 들여다 보지도 않았다고 해요 설명도 대충하고 관심도 없어보였다고 합니다 오히려 한국가이드가 안하는 일들은 현지인가이드가 열심히해서 보기가 안쓰러울 정도였다고 합니다 내국인을 대상으로 패키지에서 현지가이드보다 한국인을 통솔하는 이렇게 대충한다고 하면 하나투어를 욕하는 인것같아 제대로된 교육이나 재발방지가 필요할것같습니다,"부모님 보내드린 패키지 여행이었습니다.
일단 패키지 여행이 그렇듯 일정이 있고 선택관광(...",0.03182515693427861,0.05366466388896459,0.03183126159826464,0.02990269468240719,0.8726777740338164,0.017355422302403622,0.031839868647561366,0.005691358873596538,0.031825938786078936,0.01483043043224818
MAV1044,다낭,패키지,다낭 5일 #베이캐피탈 #신규오픈5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #힐튼호텔 씨푸드 #미니바3회,252731,sugi0327,3.0,"예상은 했었지만 여행내내 덥고 너무 습해서 고생했네요
그래도 알차게 보내고왔어요
음식도 입맛에 맞았고 호텔도 맘에 들고 프로그램도 좋았습니다",2024.08.14,가족여행,0,,40,객실이 깨끗해요, 객실 뷰가 좋아요, 호텔에서 쉬기 좋아요, 일정이 알차요, 현지 음식이 맛있어요,예상은 했었지만 여행내내 덥고 습해서 고생했네요 알차게 보내고왔어요 음식도 입맛에 맞았고 호텔도 맘에 들고 프로그램도 좋았습니다,"예상은 했었지만 여행내내 덥고 너무 습해서 고생했네요
그래도 알차게 보내고왔어요
음식도...",0.05069087292670101,0.0,0.05122259856548354,0.0,0.052006648758088296,0.00010396015433533847,0.0506376100472237,0.11804323720882606,0.7954422697025034,0.0
MAV1044,다낭,패키지,다낭 5일 #크라운 플라자 #프리미어 시티뷰 #바나힐 테마파크 #호이안 야경투어 #루프탑바 #스톤마사지,252040,ajs**,1.0,"고령의 부모님과 함께가는 여행이였습니다.
일부러 자유여행이 많은 패키지를 선택하였습니다
비행시간이 다른 팀과 시간을 맞추기 위해
전혀 자유시간이 없었고 너무 힘든 여행이였습니다.
가이드는 전혀 전문적이지 않고 반하힐은 그냥 올라갔다가  쇼핑한다고 시간 촉박하게 나왔습니다.
정말 돈은 많이 쓰고 고등학교 수학여행다녀온듯 피곤하고 힘들었습니다. 
추천 절대 안합니다. ",2024.08.09,가족여행,1,,40,호텔 부대시설이 좋아요, 즐길 거리가 다양해요, 현지 음식이 맛있어요, 가격이 합리적이에요, 가이드가 열정적이에요,고령의 부모님과 함께가는 여행이였습니다 일부러 자유여행이 많은 패키지를 선택하였습니다 비행시간이 팀과 시간을 맞추기 전혀 자유시간이 없었고 힘든 여행이였습니다 가이드는 전혀 전문적이지 않고 반하힐은 올라갔다가 쇼핑한다고 촉박하게 나왔습니다 돈은 쓰고 고등학교 수학여행다녀온듯 피곤하고 힘들었습니다 추천 절대 안합니다,"고령의 부모님과 함께가는 여행이였습니다.
일부러 자유여행이 많은 패키지를 선택하였습니다...",0.038351627165130825,0.05212629680677981,0.037975884517938506,0.027303955886795458,0.8476649962201692,0.007336775012083745,0.03806555044803509,0.0,0.03794194164872628,0.013846275851037553
MAV1044,다낭,패키지,[출발확정] 다낭 6일 #보코 #신규오픈5성 #바나힐 테마파크 #호이안 #스톤마사지 #다낭타워 씨푸드,250704,j6j**,3.0,선택 관광중에 야간시티투어는 없으면해요 매연때문에 괴로워서 힘들었어요,2024.07.27,친구모임,1,,60,객실이 깨끗해요, 객실 뷰가 좋아요, 가격이 합리적이에요, 현지 음식이 다양해요, 일정이 여유로워요,선택 관광중에 야간시티투어는 없으면해요 매연때문에 괴로워서 힘들었어요,선택 관광중에 야간시티투어는 없으면해요 매연때문에 괴로워서 힘들었어요...,0.662878201280128,0.02712407330298344,0.08391967793642939,0.0,0.0852661125344957,0.0020944415260297127,0.08373544096726579,0.00029847397445131434,0.08420056728168115,0.008219334763289838
MAV1044,다낭,패키지,다낭 5일 #베이캐피탈 #신규오픈5성 #바나힐 테마파크 #호이안 야경투어 #스톤마사지 #다낭타워 씨푸드 #미니바3회,249276,하나투어사랑해,1.0,"1. 일정을 가이드 맘데로 바꿈(왜? 돈되는 선택관광 많이 시키려고ㅜㅜ)
2. 팀별로 만나서 반강제적으로 선택관광 강요당함. 하루에 3번씩 선택관광했음
(약 1인당 200불 정도 추가비용 지불)
3.신규호텔인데.. 창문개폐가 불가해서 화장실 냄새가 빠지지못해서.. 너무 냄새가 지독했음
4.마지막날 쇼핑센터는 최악, 침향100만원짜리 살때까지 강요랑 눈치받음(3군데가서 약50만원정도 구입했으면 할만큼한거 아닌가요??)
5.베트남 물가도 싼데.. 식당을 너무 후진곳만가서 더러워서 먹기 싫었어요ㅜㅜ

제가 태국, 필리핀, 괌, 캄보디아, 유럽, 일본 등 해외여행 패키지로 많이 다녀왔지만 이렇게 최악 가이드는 처음이었고 덕분에 베트남은 다시 오지 않겠다고 결심함",2024.07.08,아동동반 여행,3,,40,호텔이 관광지와 가까워요, 즐길 거리가 다양해요, 현지 음식이 다양해요, 가격이 합리적이에요,,일정을 맘데로 바꿈왜 돈되는 선택관광 시키려고 팀별로 만나서 반강제적으로 선택관광 강요당함 하루에 번씩 선택관광했음 인당 정도 추가비용 지불 신규호텔인데 창문개폐가 불가해서 화장실 냄새가 빠지지못해서 냄새가 지독했음 마지막날 쇼핑센터는 최악 침향만원짜리 살때까지 강요랑 눈치받음군데가서 약만원정도 구입했으면 할만큼한거 아닌가요 물가도 싼데 식당을 후진곳만가서 더러워서 먹기 싫었어요 제가 태국 필리핀 캄보디아 유럽 일본 해외여행 패키지로 다녀왔지만 이렇게 최악 가이드는 처음이었고 베트남은 오지 않겠다고 결심함,"1. 일정을 가이드 맘데로 바꿈(왜? 돈되는 선택관광 많이 시키려고ㅜㅜ)
2. 팀별로 만...",0.03786891000499027,0.03335176422252125,0.03853100627192228,0.005015333385546869,0.8038016298557289,0.14128605849542797,0.0379995743058448,0.0,0.08179887956151374,0.0
MAV1044,다낭,패키지,다낭 5일 #크라운 플라자 #프리미어 시티뷰 #바나힐 테마파크 #호이안 야경투어 #루프탑바 #스톤마사지,246490,yoi**,1.0,"수영장이 최고인 호텔을 패키지로 만드셨음
수영할시간정도는 주시는게좋을것같아요
호텔조식은 맛이없다고 익히들어 첫날만 먹고안먹었어요 ㅜㅜ
패키지에 포함된 식당들이 전체적으로 그냥그래요
가이드님의 소소한 일정변경은 미리 알려주시는게 좋을것같아요",2024.06.04,아동동반 여행,1,다낭 나이트 시티투어,40,호텔에서 쉬기 좋아요, 호텔 부대시설이 좋아요,,,,수영장이 최고인 호텔을 패키지로 만드셨음 수영할시간정도는 주시는게좋을것같아요 호텔조식은 맛이없다고 익히들어 첫날만 먹고안먹었어요 패키지에 포함된 식당들이 전체적으로 그냥그래요 가이드님의 소소한 일정변경은 미리 알려주시는게 좋을것같아요,"수영장이 최고인 호텔을 패키지로 만드셨음
수영할시간정도는 주시는게좋을것같아요
호텔조식은...",0.05506478897313495,0.02054021484800508,0.05864300166288884,0.0,0.7758055043601256,0.017270708328634386,0.05536067567952408,0.024997863691238603,0.05512602932432648,0.0
